z597ec566,Feedbug,Magdalene Francesch,43793 Burning Wood Point,Falls Church,Virginia,88259,571-599-2206,805-687-6282,c04e87b8-76e0-4816-8023-d9312f355217,Bi-5844,North,250000,P
G908qt551,Oyope,Obediah Crosetto,8 Fuller Place,Los Angeles,California,80938,323-930-6900,209-215-7195,f3df5d92-2185-4821-880c-4bf2a187971d,rq-2478,Intl,100000,S
H409rS555,Voolith,Emlynne Jakubski,6 Maple Wood Point,Silver Spring,Maryland,85430,410-394-8472,334-583-5174,4c7f7e60-5f8b-4563-9a0a-23fb9a04e853,ML-6015,North,250000,P
H732mO213,Digitube,Stephanie Morrel,52406 Merry Street,Detroit,Michigan,95047,313-435-5124,404-506-6782,d2f4cd6f-4f8f-437c-8dc4-46beb8ef76d8,Ar-2669,North,1000000,P
F057hb447,Voomm,Denice Wainer,1 Hanover Trail,Des Moines,Iowa,88870,515-565-9562,806-217-3925,5594ac68-b82c-4649-b4fe-312c79cc832a,Lt-1308,South,1000000,P
A169dk769,Feedmix,Erhard Spenley,7834 Pepper Wood Drive,Fort Lauderdale,Florida,85348,754-760-3690,202-734-2929,bad938a9-e588-44be-b45d-f17a6a4ce5c7,IU-2874,North,1000000,C
F789Us890,Flipstorm,Dave Edgeworth,3977 Northland Court,Saint Louis,Missouri,99789,314-483-0027,918-220-4777,86d9842c-8412-47e9-be2b-c8420eb84c9d,mF-3472,Intl,250000,P
l444YK153,Mudo,Kata Battelle,62 Lunder Plaza,Washington,District of Columbia,66561,202-685-2274,928-961-9016,4effece3-0348-430b-bd3f-26c3bc645366,Ki-6179,Intl,250000,P
f313pD079,Zoomcast,Blaire Engelmann,6 Butterfield Junction,Sioux Falls,South Dakota,64832,605-986-0153,804-622-9607,def88664-bc8e-4141-919f-bafe75627cc6,vk-2279,North,250000,P
A804VU799,Fatz,Courtney Rhubottom,8055 Old Shore Drive,Cumming,Georgia,77084,706-555-0570,704-374-3069,3753d325-0fb5-45fc-863a-f6994b610136,na-0934,Intl,25000,G
Q763MD340,Yakidoo,Celinda Eburne,022 Randy Circle,Scottsdale,Arizona,52658,602-408-5258,813-111-7796,0c193bfd-9e81-4053-98b8-da011061e3c1,Cx-6146,Intl,100000,C
Q796hz721,Meemm,Lolly Borles,78328 Crownhardt Crossing,Shawnee Mission,Kansas,93658,816-330-6433,813-909-3215,3d63152a-d62c-4c17-8af9-b1a9e1a2dc8f,hY-9416,North,250000,P
R145qs974,Plajo,Tamma Scarf,6989 Northwestern Terrace,Albany,New York,91988,518-790-9042,505-832-9968,3a0bba1f-a547-4787-9760-de1fa499b70a,QO-6729,Intl,250000,P
j732sI924,Tazz,Perri Beeching,24 Mallard Place,Wichita,Kansas,76403,316-141-2985,919-248-8521,36a9aafb-6484-4758-9c7f-5e0be449fc1e,JG-3357,South,1000000,S
K959Qn997,Quatz,Jobi de Clerk,780 Golf Course Parkway,Evanston,Illinois,79020,847-330-2680,702-729-7106,1b63a1ca-75be-4808-98ac-01acb9951d6a,uT-9603,Intl,1000000,P
H665Xw993,Youspan,Brewster Waywell,82 Spenser Lane,Clearwater,Florida,93124,727-191-5579,754-373-1757,aeefe4d1-a65d-41f5-a826-06952d2d8265,WT-9200,Intl,1000000,G
M982ok320,Kwilith,Maddie Mallabone,6 Towne Park,Seattle,Washington,98090,206-794-1598,407-893-9487,d5918cc6-8a65-44dd-8fb2-e1f673140e84,UD-0608,Intl,1000000,P
X152YC995,Jetpulse,Julie Collyns,02814 Park Meadow Parkway,Anniston,Alabama,95853,256-364-8319,814-424-1066,f09850b3-8ea3-4a24-a51f-adb1f8fb8a0c,Za-3826,West,1000000,S
f101hZ095,Devshare,Urson de Keep,4095 Old Shore Parkway,Pittsburgh,Pennsylvania,71058,412-678-9811,352-819-4187,24ea7371-6170-41e1-bea8-bd3e5e306304,ki-1402,East,50000,P
g286eQ529,Skimia,Yankee Treadway,30 Stephen Circle,Springfield,Illinois,76119,217-269-4391,423-915-8393,67819008-8a6e-4546-b0bc-8600048692ee,wr-6291,South,1000000,P
B550SL974,Jabbersphere,Kimbra Redgate,62990 Gerald Lane,Oakland,California,87276,510-236-2290,509-950-8926,01c96936-5852-4c71-8c25-d76daf573110,WN-5219,Intl,250000,P
c882vM808,Jabberbean,Jilleen Jamieson,70 Continental Pass,Zephyrhills,Florida,92235,813-997-4954,951-135-3707,4e344610-1de6-482d-8ad0-a9b5b64f475e,OM-8647,South,1000000,P
s317Fi520,Yoveo,Annissa Iacomelli,1490 Lawn Parkway,New York City,New York,72359,646-225-6157,704-723-1007,3c017b2b-c063-4793-9ecb-10fd7dad46a6,Cd-5783,Intl,1000000,G
q521eu899,Yotz,Tracee Doul,3 Graceland Street,Milwaukee,Wisconsin,85396,414-416-9799,615-573-4099,8b66eb6f-a9d4-4897-85eb-8922c0c2674d,jO-0908,North,1000000,P
x427xA162,Meemm,Thaddus Plews,94277 Hanson Plaza,Fort Lauderdale,Florida,90869,954-476-6825,432-407-3194,31ef3405-f9c3-4edf-9668-bf0bd7dfa863,XS-1626,West,250000,S
U304hk578,Plambee,Darya Eyckel,9672 Comanche Crossing,New York City,New York,88753,347-669-5868,509-752-1753,070ea236-741c-4344-9709-0e3b6b1ee53d,RT-7339,North,1000000,P
g757AX610,Gigazoom,Hayward Rainer,89 Rutledge Court,Grand Rapids,Michigan,59325,616-244-5816,202-945-1429,284352b1-3686-459c-9b6f-8addc2419eb2,JD-3801,North,100000,P
b046Cp485,Blogtags,Corissa Dansie,3 Twin Pines Point,Birmingham,Alabama,93774,205-715-9828,704-716-9240,9c266ce7-a018-4058-818d-4a2e4e98293a,DV-6656,South,1000000,P
f970oU053,Meevee,Franciskus Tran,4 Ryan Crossing,Brockton,Massachusetts,73097,508-445-5296,214-614-3701,a28d47a8-106a-4853-a16e-d9f239c99da6,oN-5271,North,250000,S
I535Ah356,Wordtune,Natassia Suett,8 Anhalt Trail,Milwaukee,Wisconsin,85872,414-182-5215,210-216-0068,60f5fe2d-faac-4c67-a5bc-fc27ff5abbd5,kl-9844,Intl,250000,C
u538aB564,Topiclounge,Cece MacCoveney,28 Corry Circle,New Orleans,Louisiana,74686,504-859-3479,314-865-3524,d9013c57-16c6-48a6-a8cc-dc2c651479a9,Zu-1951,North,1000000,P
n630CG580,Photospace,Marigold Acome,52182 Texas Trail,New York City,New York,89478,212-648-1378,203-606-8591,98ec3b0a-ac62-4604-b7b4-a220fe0cf08d,Wh-7998,Intl,1000000,G
b034MD097,Tagpad,Brenna Whoolehan,7 Vahlen Place,East Saint Louis,Illinois,85848,618-858-9829,512-457-9758,acb17d9a-eda2-44b5-ba90-e08c93a0dc46,bd-6136,North,1000000,P
s745tE146,Abatz,Angela Szwandt,49969 Fieldstone Parkway,Houston,Texas,77983,713-867-0936,318-895-5235,a5abd3fe-7d0c-4dfd-a3dc-77b8a3ff30fc,ay-4937,Intl,250000,P
g977xM121,Meevee,Ellery Scandroot,8 Hoepker Hill,Santa Cruz,California,59071,831-437-3469,478-259-4535,339d7a42-1709-4b73-9a98-545b630d990d,nM-7372,East,50000,B
n735lC169,Janyx,Maurizia Gooderick,5264 Arkansas Court,Oklahoma City,Oklahoma,74367,405-458-2498,571-763-0872,09c217ea-2f47-4a93-aed0-54b36ec92b0f,Rq-5458,North,1000000,B
S846bs931,Myworks,Ruthanne Biernacki,519 Iowa Lane,Bellevue,Washington,93462,425-964-5467,717-852-4025,e5e52fb1-7518-470b-95d3-764ad4cc6865,cc-4484,Intl,25000,G
v351Gz559,Aimbo,Dorene Blaza,45 Oak Valley Terrace,Gatesville,Texas,91944,254-726-2691,713-195-3706,30941b12-a8f4-4503-b8a9-1b453379172b,Et-0715,Intl,100000,G
K869ZZ559,Bubblemix,Leela Berggren,0 Prairieview Pass,Sioux Falls,South Dakota,65417,605-380-0190,614-329-6681,a4e14f97-c2fa-4557-af75-d7d3a949424c,HV-8537,Intl,1000000,P
N157Cj068,Flipstorm,Alexis Sustins,29430 Shelley Court,Bethesda,Maryland,84792,240-894-2622,361-571-9651,215c7e9c-7569-4aa3-b1a8-3c274c4220b0,GQ-6380,North,50000,P
b829UM365,Yambee,Saxon Vedeneev,1983 Center Avenue,Muncie,Indiana,92448,765-451-0387,571-263-3384,5422ef5b-edb4-4a3e-9be4-a027379e14d4,zv-8664,Intl,100000,G
m171OL312,Yambee,Vlad Druett,19 Sachtjen Lane,Raleigh,North Carolina,96394,919-731-3828,850-556-7452,a85d0171-8e7d-41a2-a2ac-38378742d49c,fb-7374,East,25000,G
N070xb867,Tagfeed,Agretha Trays,5456 Center Parkway,Topeka,Kansas,99864,785-222-9925,803-645-6343,7cdf3039-b84e-496d-b733-f8ddddcf446a,lg-5902,North,100000,G
p717Mb884,Einti,Arluene MacNamara,661 Oriole Plaza,Savannah,Georgia,88568,912-394-2643,503-901-4109,4dd6e241-354d-43eb-82d7-a2c92adc6f7c,Xj-2064,South,1000000,P
e907VT655,Livetube,Donia Casterton,0761 Cambridge Center,Austin,Texas,71207,512-329-8984,806-245-9970,a364463d-4324-4de5-9c8c-62ec0c601c3c,Ox-3615,North,1000000,P
r155yi981,Abatz,Sutherland Hynde,1482 Fairfield Court,Shawnee Mission,Kansas,80277,913-662-4537,317-974-3011,18320ed6-2a84-4b0e-8086-1fa63d66679c,RC-3180,Intl,1000000,P
N571uw088,Oyoyo,Freddie Drought,128 Sloan Way,San Francisco,California,96957,415-951-6499,361-624-8190,e11f0836-ff71-4044-bf33-63369e746df4,UK-4651,West,250000,P
F547qu135,Ozu,Emmery Duffield,3 Summit Park,Sacramento,California,91451,916-934-7002,414-625-9811,64e1158d-fb34-40e3-a886-c1a6d732819b,Eb-6873,Intl,1000000,C
g840eu067,Tavu,Ardath Mayworth,6 Becker Park,Bradenton,Florida,82930,941-705-2599,864-621-7437,cebce16b-4f9e-43e4-82fc-b13d83be1e99,jD-8535,West,1000000,C
r518Lr885,Thoughtstorm,Gabriell Dorkins,46471 Morning Way,Newark,Delaware,85375,302-190-0397,518-768-5705,1d0451d3-7d19-4ba2-877b-92fc8c4bb7c8,uH-0750,Intl,1000000,P
x660Op051,Linklinks,Arny Cunnah,765 Scofield Street,Youngstown,Ohio,64491,330-466-4206,305-514-8764,4b0584c4-c8e6-495b-b3d2-bf95fb78e6b6,ip-9123,Intl,100000,P
F319Rq437,Myworks,Vaughn Cruft,36 Nelson Drive,Saint Louis,Missouri,87796,314-848-1773,205-488-9645,50544a96-b881-46a3-8158-b5ade8b2a9c7,DZ-6217,South,1000000,P
p926eu195,Jetwire,Margalo Pieche,524 Butternut Parkway,Richmond,Virginia,79999,804-682-9301,210-653-4035,f099d251-94be-4115-bfa5-88864673b4ba,Vp-7727,North,1000000,C
X086sE084,Voonte,Kayle Ransbury,635 Fremont Junction,Charleston,South Carolina,87993,843-833-1649,316-769-9998,3b00c69a-428c-4f05-9aef-bb0a83bd41a7,QU-8848,Intl,50000,P
Q610Ju026,Devify,Carlie Dupree,57 Thierer Street,Saint Louis,Missouri,76842,314-498-4640,913-198-5738,58bd5277-0b53-47fd-80e0-350daa2b9edd,RB-5214,East,250000,G
D018Xw023,Npath,Clifford Balsom,6 Troy Drive,Saint Paul,Minnesota,90703,651-923-5811,520-676-2683,c3c4a9fc-c939-4420-ae4b-78c67e317a15,eP-6274,North,1000000,P
E698HF113,BlogXS,Cicily Birmingham,0 Dahle Street,Kansas City,Missouri,87579,816-118-5480,682-375-8967,9493a069-6f8f-4897-8bb8-79d527b62035,jn-1303,Intl,1000000,P
V105sA453,Oloo,Banky Pinnere,73792 Monterey Court,Bridgeport,Connecticut,89452,203-279-0650,859-972-1410,4d65a3a2-a39c-4dc9-a229-9cd65aa5d7e2,qL-5510,East,250000,P
a276Aq952,Livepath,Brandais Blaxlande,41 Green Ridge Court,Henderson,Nevada,94032,702-727-7618,214-633-3542,a82804b1-f4f1-4bab-9eb2-9d68d6a7250d,hI-0661,Intl,1000000,P
m048XW459,Riffwire,Frederik Stuck,97 Moose Center,Peoria,Illinois,45125,309-708-4766,314-751-9194,649b5512-8e86-4cd6-bb0c-e806c64cd00d,UG-8408,Intl,1000000,P
